xflr5 v6.61

Plane name :        TaperPlane0.9
Polar name :        T1-50.0 m/s-VLM2
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    5.500     0.000   0.855314   0.024056   0.006646   0.030702  -0.000000   0.000000  -0.359432  -0.000000   0.000000   50.0000     0.3097
    6.000     0.000   0.897068   0.026443   0.006796   0.033239   0.000000   0.000000  -0.370520  -0.000000   0.000000   50.0000     0.3045
    6.500     0.000   0.938699   0.028934   0.006982   0.035916   0.000000   0.000000  -0.381545  -0.000000   0.000000   50.0000     0.2998
    7.000     0.000   0.980201   0.031528   0.007203   0.038731   0.000000   0.000000  -0.392504  -0.000000  -0.000000   50.0000     0.2955
    7.500     0.000   1.021569   0.034223   0.007447   0.041670   0.000000   0.000000  -0.403393  -0.000000  -0.000000   50.0000     0.2916
    8.000     0.000   1.062795   0.037017   0.007719   0.044736   0.000000   0.000000  -0.414210  -0.000000  -0.000000   50.0000     0.2880
    8.500     0.000   1.103875   0.039909   0.008020   0.047929   0.000000   0.000000  -0.424951  -0.000000   0.000000   50.0000     0.2847
    9.000     0.000   1.144804   0.042895   0.008336   0.051231   0.000000   0.000000  -0.435612  -0.000000   0.000000   50.0000     0.2816
    9.500     0.000   1.185574   0.045975   0.008671   0.054646   0.000000   0.000000  -0.446192  -0.000000  -0.000000   50.0000     0.2788
   10.000     0.000   1.226181   0.049146   0.009035   0.058182   0.000000   0.000000  -0.456687  -0.000000  -0.000000   50.0000     0.2762
   10.500     0.000   1.266619   0.052406   0.009423   0.061829   0.000000   0.000000  -0.467094  -0.000000  -0.000000   50.0000     0.2737
   11.000     0.000   1.306882   0.055753   0.009842   0.065594   0.000000   0.000000  -0.477410  -0.000000  -0.000000   50.0000     0.2714
   11.500     0.000   1.346966   0.059184   0.010322   0.069506   0.000000   0.000000  -0.487634  -0.000000  -0.000000   50.0000     0.2693
   12.000     0.000   1.386864   0.062697   0.010856   0.073553   0.000000   0.000000  -0.497764  -0.000000  -0.000000   50.0000     0.2673
   12.500     0.000   1.426573   0.066289   0.011431   0.077721   0.000000   0.000000  -0.507795  -0.000000  -0.000000   50.0000     0.2655
   13.000     0.000   1.466085   0.069959   0.012037   0.081995   0.000000   0.000000  -0.517723  -0.000000   0.000000   50.0000     0.2637
   13.500     0.000   1.505396   0.073703   0.012712   0.086414   0.000000   0.000000  -0.527550  -0.000000  -0.000000   50.0000     0.2621
   14.000     0.000   1.544502   0.077518   0.013498   0.091016   0.000000   0.000000  -0.537275  -0.000000  -0.000000   50.0000     0.2605
   14.500     0.000   1.583397   0.081403   0.014553   0.095956   0.000000   0.000000  -0.546907  -0.000000   0.000000   50.0000     0.2591
   15.000     0.000   1.622076   0.085354   0.016289   0.101643   0.000000   0.000000  -0.556474  -0.000000  -0.000000   50.0000     0.2577


