xflr5 v6.61

Plane name :        TaperPlane0.3
Polar name :        T1-50.0 m/s-VLM2
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    5.000     0.000   0.829638   0.022025   0.006519   0.028544  -0.000000   0.000000  -0.604052  -0.000000  -0.000000   50.0000     0.4023
    5.500     0.000   0.872605   0.024357   0.006641   0.030998  -0.000000   0.000000  -0.625305  -0.000000  -0.000000   50.0000     0.3961
    6.000     0.000   0.915453   0.026798   0.006785   0.033583  -0.000000   0.000000  -0.646446  -0.000000  -0.000000   50.0000     0.3905
    6.500     0.000   0.958174   0.029346   0.006962   0.036309  -0.000000   0.000000  -0.667472  -0.000000  -0.000000   50.0000     0.3855
    7.000     0.000   1.000764   0.032001   0.007180   0.039181  -0.000000   0.000000  -0.688375  -0.000000  -0.000000   50.0000     0.3809
    7.500     0.000   1.043216   0.034760   0.007433   0.042193  -0.000000   0.000000  -0.709151  -0.000000  -0.000000   50.0000     0.3766
    8.000     0.000   1.085524   0.037622   0.007708   0.045330  -0.000000   0.000000  -0.729792  -0.000000  -0.000000   50.0000     0.3728
    8.500     0.000   1.127682   0.040584   0.008009   0.048593  -0.000000   0.000000  -0.750292  -0.000000  -0.000000   50.0000     0.3692
    9.000     0.000   1.169684   0.043645   0.008335   0.051980  -0.000000   0.000000  -0.770646  -0.000000  -0.000000   50.0000     0.3660
    9.500     0.000   1.211525   0.046801   0.008678   0.055479  -0.000000   0.000000  -0.790847  -0.000000  -0.000000   50.0000     0.3629
   10.000     0.000   1.253198   0.050052   0.009047   0.059100  -0.000000   0.000000  -0.810890  -0.000000  -0.000000   50.0000     0.3601
   10.500     0.000   1.294698   0.053395   0.009442   0.062838  -0.000000   0.000000  -0.830769  -0.000000  -0.000000   50.0000     0.3575
   11.000     0.000   1.336019   0.056828   0.009862   0.066690  -0.000000   0.000000  -0.850478  -0.000000  -0.000000   50.0000     0.3551
   11.500     0.000   1.377156   0.060348   0.010314   0.070662  -0.000000   0.000000  -0.870012  -0.000000  -0.000000   50.0000     0.3528
   12.000     0.000   1.418104   0.063953   0.010826   0.074778  -0.000000   0.000000  -0.889370  -0.000000  -0.000000   50.0000     0.3507
   12.500     0.000   1.458856   0.067639   0.011393   0.079032  -0.000000   0.000000  -0.908544  -0.000000  -0.000000   50.0000     0.3488
   13.000     0.000   1.499407   0.071406   0.012001   0.083407  -0.000000   0.000000  -0.927529  -0.000000  -0.000000   50.0000     0.3469
   13.500     0.000   1.539752   0.075249   0.012659   0.087909  -0.000000   0.000000  -0.946321  -0.000000  -0.000000   50.0000     0.3452
   14.000     0.000   1.579887   0.079167   0.013419   0.092586  -0.000000   0.000000  -0.964919  -0.000000  -0.000000   50.0000     0.3436
   14.500     0.000   1.619805   0.083156   0.014351   0.097507  -0.000000   0.000000  -0.983330  -0.000000  -0.000000   50.0000     0.3421


