xflr5 v6.61

Plane name :        TaperPlane0.8
Polar name :        T1-50.0 m/s-VLM2
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    9.500     0.000   1.192553   0.046061   0.008686   0.054746   0.000000   0.000000  -0.490810  -0.000000  -0.000000   50.0000     0.2897
   10.000     0.000   1.233419   0.049242   0.009053   0.058295   0.000000   0.000000  -0.502545  -0.000000   0.000000   50.0000     0.2871
   10.500     0.000   1.274115   0.052513   0.009441   0.061954   0.000000   0.000000  -0.514182  -0.000000  -0.000000   50.0000     0.2847
   11.000     0.000   1.314637   0.055871   0.009857   0.065728   0.000000   0.000000  -0.525718  -0.000000   0.000000   50.0000     0.2824
   11.500     0.000   1.354977   0.059313   0.010328   0.069641   0.000000   0.000000  -0.537152  -0.000000  -0.000000   50.0000     0.2803
   12.000     0.000   1.395132   0.062838   0.010860   0.073698   0.000000   0.000000  -0.548480  -0.000000   0.000000   50.0000     0.2783
   12.500     0.000   1.435095   0.066443   0.011439   0.077882   0.000000   0.000000  -0.559699  -0.000000   0.000000   50.0000     0.2764
   13.000     0.000   1.474861   0.070125   0.012047   0.082172   0.000000   0.000000  -0.570805  -0.000000  -0.000000   50.0000     0.2747
   13.500     0.000   1.514426   0.073882   0.012703   0.086585   0.000000   0.000000  -0.581796  -0.000000   0.000000   50.0000     0.2731
   14.000     0.000   1.553783   0.077711   0.013447   0.091158   0.000000   0.000000  -0.592671  -0.000000   0.000000   50.0000     0.2715
   14.500     0.000   1.592929   0.081610   0.014390   0.096000   0.000000   0.000000  -0.603437  -0.000000   0.000000   50.0000     0.2701
   15.000     0.000   1.631858   0.085575   0.015767   0.101342   0.000000   0.000000  -0.614111  -0.000000  -0.000000   50.0000     0.2687


