xflr5 v6.61

Plane name :        TaperPlane0.5
Polar name :        T1-50.0 m/s-VLM2
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -5.000     0.000  -0.042573   0.000067   0.007378   0.007446  -0.000000   0.000000  -0.145989   0.000000   0.000000   50.0000    -2.0812
   -4.500     0.000   0.001292   0.000015   0.007060   0.007074   0.000000  -0.000000  -0.164026  -0.000000  -0.000000   50.0000    76.9921
   -4.000     0.000   0.045166   0.000083   0.006712   0.006795   0.000000  -0.000000  -0.182079  -0.000000  -0.000000   50.0000     2.4424
   -3.500     0.000   0.089044   0.000274   0.006314   0.006588   0.000000  -0.000000  -0.200140  -0.000000  -0.000000   50.0000     1.3607
   -3.000     0.000   0.132917   0.000586   0.005986   0.006572   0.000000  -0.000000  -0.218202  -0.000000  -0.000000   50.0000     0.9930
   -2.500     0.000   0.176780   0.001020   0.005765   0.006785   0.000000  -0.000000  -0.236259  -0.000000  -0.000000   50.0000     0.8079
   -2.000     0.000   0.220627   0.001576   0.005574   0.007150   0.000000  -0.000000  -0.254307  -0.000000  -0.000000   50.0000     0.6963
   -1.500     0.000   0.264450   0.002253   0.005471   0.007724   0.000000  -0.000000  -0.272342  -0.000000  -0.000000   50.0000     0.6218
   -1.000     0.000   0.308243   0.003052   0.005494   0.008546   0.000000  -0.000000  -0.290358  -0.000000  -0.000000   50.0000     0.5684
   -0.500     0.000   0.352000   0.003972   0.005543   0.009515   0.000000  -0.000000  -0.308351   0.000000  -0.000000   50.0000     0.5284
    0.000     0.000   0.395714   0.005012   0.005619   0.010631   0.000000  -0.000000  -0.326317   0.000000  -0.000000   50.0000     0.4972
    0.500     0.000   0.439378   0.006172   0.005690   0.011862   0.000000  -0.000000  -0.344249   0.000000  -0.000000   50.0000     0.4723
    1.000     0.000   0.482987   0.007452   0.005778   0.013230   0.000000  -0.000000  -0.362143   0.000000  -0.000000   50.0000     0.4518
    1.500     0.000   0.526533   0.008850   0.005855   0.014705   0.000000  -0.000000  -0.379994   0.000000   0.000000   50.0000     0.4348
    2.000     0.000   0.570011   0.010366   0.005939   0.016306   0.000000  -0.000000  -0.397795   0.000000   0.000000   50.0000     0.4204
    2.500     0.000   0.613414   0.011999   0.006032   0.018031   0.000000  -0.000000  -0.415541   0.000000   0.000000   50.0000     0.4081
    3.000     0.000   0.656735   0.013748   0.006115   0.019863   0.000000  -0.000000  -0.433227   0.000000   0.000000   50.0000     0.3974
    3.500     0.000   0.699968   0.015612   0.006207   0.021818   0.000000  -0.000000  -0.450848   0.000000   0.000000   50.0000     0.3880
