xflr5 v6.61

Plane name :        TaperPlane0.4
Polar name :        T1-50.0 m/s-VLM2
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -5.000     0.000  -0.043931   0.000070   0.007381   0.007451   0.000000  -0.000000  -0.154995  -0.000000  -0.000000   50.0000    -2.0438
   -4.500     0.000   0.000042   0.000014   0.007063   0.007076   0.000000  -0.000000  -0.175043  -0.000000   0.000000   50.0000  2430.4559
   -4.000     0.000   0.044024   0.000079   0.006714   0.006793  -0.000000   0.000000  -0.195106   0.000000   0.000000   50.0000     2.5627
   -3.500     0.000   0.088009   0.000267   0.006323   0.006590  -0.000000   0.000000  -0.215180   0.000000   0.000000   50.0000     1.4126
   -3.000     0.000   0.131991   0.000577   0.005991   0.006568  -0.000000   0.000000  -0.235255   0.000000   0.000000   50.0000     1.0290
   -2.500     0.000   0.175962   0.001009   0.005769   0.006778  -0.000000   0.000000  -0.255325   0.000000   0.000000   50.0000     0.8371
   -2.000     0.000   0.219917   0.001563   0.005595   0.007158  -0.000000   0.000000  -0.275387   0.000000   0.000000   50.0000     0.7220
   -1.500     0.000   0.263848   0.002239   0.005496   0.007734  -0.000000   0.000000  -0.295433   0.000000   0.000000   50.0000     0.6452
   -1.000     0.000   0.307750   0.003036   0.005502   0.008538  -0.000000   0.000000  -0.315459  -0.000000   0.000000   50.0000     0.5904
   -0.500     0.000   0.351615   0.003955   0.005544   0.009499  -0.000000   0.000000  -0.335460  -0.000000   0.000000   50.0000     0.5492
    0.000     0.000   0.395438   0.004994   0.005616   0.010610  -0.000000   0.000000  -0.355431  -0.000000   0.000000   50.0000     0.5172
    0.500     0.000   0.439211   0.006154   0.005689   0.011843  -0.000000   0.000000  -0.375366  -0.000000   0.000000   50.0000     0.4917
    1.000     0.000   0.482928   0.007434   0.005774   0.013208  -0.000000   0.000000  -0.395258  -0.000000   0.000000   50.0000     0.4707
    1.500     0.000   0.526583   0.008832   0.005852   0.014684  -0.000000   0.000000  -0.415102  -0.000000   0.000000   50.0000     0.4533
    2.000     0.000   0.570169   0.010349   0.005937   0.016286  -0.000000   0.000000  -0.434892  -0.000000   0.000000   50.0000     0.4386
    2.500     0.000   0.613680   0.011982   0.006028   0.018010  -0.000000   0.000000  -0.454622  -0.000000  -0.000000   50.0000     0.4259
    3.000     0.000   0.657110   0.013732   0.006113   0.019846  -0.000000   0.000000  -0.474285  -0.000000  -0.000000   50.0000     0.4150
    3.500     0.000   0.700451   0.015597   0.006202   0.021799  -0.000000   0.000000  -0.493876  -0.000000  -0.000000   50.0000     0.4054
    4.000     0.000   0.743698   0.017576   0.006307   0.023883  -0.000000   0.000000  -0.513389  -0.000000  -0.000000   50.0000     0.3970
    4.500     0.000   0.786845   0.019668   0.006419   0.026087  -0.000000   0.000000  -0.532818  -0.000000  -0.000000   50.0000     0.3895
    5.000     0.000   0.829885   0.021871   0.006528   0.028399  -0.000000   0.000000  -0.552157  -0.000000  -0.000000   50.0000     0.3829
    5.500     0.000   0.872812   0.024184   0.006654   0.030838  -0.000000   0.000000  -0.571401  -0.000000  -0.000000   50.0000     0.3769
    6.000     0.000   0.915620   0.026605   0.006801   0.033406  -0.000000   0.000000  -0.590545  -0.000000  -0.000000   50.0000     0.3715
    6.500     0.000   0.958302   0.029133   0.006983   0.036116  -0.000000   0.000000  -0.609583  -0.000000  -0.000000   50.0000     0.3665
    7.000     0.000   1.000853   0.031766   0.007207   0.038973   0.000000   0.000000  -0.628511  -0.000000  -0.000000   50.0000     0.3621
    7.500     0.000   1.043267   0.034503   0.007462   0.041965   0.000000   0.000000  -0.647322  -0.000000  -0.000000   50.0000     0.3580
    8.000     0.000   1.085537   0.037341   0.007737   0.045078   0.000000   0.000000  -0.666011  -0.000000  -0.000000   50.0000     0.3542
    8.500     0.000   1.127658   0.040278   0.008039   0.048317   0.000000   0.000000  -0.684573  -0.000000  -0.000000   50.0000     0.3508
    9.000     0.000   1.169624   0.043313   0.008367   0.051680   0.000000   0.000000  -0.703002  -0.000000  -0.000000   50.0000     0.3476
    9.500     0.000   1.211428   0.046444   0.008709   0.055153   0.000000   0.000000  -0.721293  -0.000000  -0.000000   50.0000     0.3447
   10.000     0.000   1.253066   0.049667   0.009078   0.058745   0.000000   0.000000  -0.739439  -0.000000  -0.000000   50.0000     0.3420
   10.500     0.000   1.294532   0.052982   0.009474   0.062457   0.000000   0.000000  -0.757438  -0.000000  -0.000000   50.0000     0.3394
   11.000     0.000   1.335820   0.056386   0.009895   0.066281   0.000000   0.000000  -0.775283  -0.000000  -0.000000   50.0000     0.3371
   11.500     0.000   1.376923   0.059876   0.010348   0.070224   0.000000   0.000000  -0.792969  -0.000000  -0.000000   50.0000     0.3349
   12.000     0.000   1.417838   0.063450   0.010860   0.074310   0.000000   0.000000  -0.810495  -0.000000  -0.000000   50.0000     0.3329
   12.500     0.000   1.458559   0.067106   0.011434   0.078540   0.000000   0.000000  -0.827855  -0.000000  -0.000000   50.0000     0.3310
   13.000     0.000   1.499079   0.070840   0.012051   0.082891   0.000000   0.000000  -0.845044  -0.000000  -0.000000   50.0000     0.3292
   13.500     0.000   1.539395   0.074651   0.012704   0.087355   0.000000   0.000000  -0.862056  -0.000000  -0.000000   50.0000     0.3275
   14.000     0.000   1.579500   0.078535   0.013432   0.091968   0.000000   0.000000  -0.878891  -0.000000  -0.000000   50.0000     0.3259
   14.500     0.000   1.619390   0.082490   0.014292   0.096782   0.000000   0.000000  -0.895550  -0.000000  -0.000000   50.0000     0.3245
   15.000     0.000   1.659060   0.086513   0.015436   0.101949   0.000000   0.000000  -0.912049  -0.000000  -0.000000   50.0000     0.3231


