xflr5 v6.61

Plane name :        TaperPlane0.7
Polar name :        T1-50.0 m/s-VLM2
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -5.000     0.000  -0.040610   0.000069   0.007374   0.007443  -0.000000   0.000000  -0.130591   0.000000   0.000000   50.0000    -2.1547
   -4.500     0.000   0.002818   0.000024   0.007056   0.007080  -0.000000   0.000000  -0.144963  -0.000000  -0.000000   50.0000    34.4370
   -4.000     0.000   0.046256   0.000100   0.006711   0.006811   0.000000  -0.000000  -0.159345  -0.000000  -0.000000   50.0000     2.3045
   -3.500     0.000   0.089695   0.000296   0.006309   0.006604   0.000000  -0.000000  -0.173734  -0.000000  -0.000000   50.0000     1.2947
   -3.000     0.000   0.133131   0.000612   0.005987   0.006599   0.000000  -0.000000  -0.188122  -0.000000  -0.000000   50.0000     0.9438
   -2.500     0.000   0.176557   0.001049   0.005770   0.006820   0.000000  -0.000000  -0.202505  -0.000000  -0.000000   50.0000     0.7656
   -2.000     0.000   0.219965   0.001607   0.005564   0.007171   0.000000  -0.000000  -0.216881  -0.000000  -0.000000   50.0000     0.6577
   -1.500     0.000   0.263350   0.002285   0.005459   0.007745   0.000000  -0.000000  -0.231245  -0.000000  -0.000000   50.0000     0.5854
   -1.000     0.000   0.306706   0.003083   0.005497   0.008580   0.000000  -0.000000  -0.245592   0.000000  -0.000000   50.0000     0.5336
   -0.500     0.000   0.350025   0.004001   0.005549   0.009550   0.000000  -0.000000  -0.259921  -0.000000  -0.000000   50.0000     0.4946
    0.000     0.000   0.393301   0.005038   0.005623   0.010661   0.000000  -0.000000  -0.274227   0.000000  -0.000000   50.0000     0.4642
    0.500     0.000   0.436529   0.006194   0.005693   0.011887   0.000000  -0.000000  -0.288506   0.000000  -0.000000   50.0000     0.4399
    1.000     0.000   0.479701   0.007468   0.005775   0.013243   0.000000  -0.000000  -0.302753   0.000000  -0.000000   50.0000     0.4200
    1.500     0.000   0.522811   0.008859   0.005855   0.014715   0.000000  -0.000000  -0.316964   0.000000  -0.000000   50.0000     0.4033
    2.000     0.000   0.565852   0.010367   0.005935   0.016302   0.000000  -0.000000  -0.331135   0.000000  -0.000000   50.0000     0.3893
    2.500     0.000   0.608819   0.011991   0.006029   0.018020   0.000000  -0.000000  -0.345261   0.000000  -0.000000   50.0000     0.3772
    3.000     0.000   0.651706   0.013729   0.006110   0.019839  -0.000000  -0.000000  -0.359339   0.000000   0.000000   50.0000     0.3667
    3.500     0.000   0.694505   0.015581   0.006204   0.021785  -0.000000  -0.000000  -0.373364   0.000000   0.000000   50.0000     0.3576
    4.000     0.000   0.737210   0.017545   0.006305   0.023850  -0.000000  -0.000000  -0.387331   0.000000   0.000000   50.0000     0.3495
    4.500     0.000   0.779816   0.019620   0.006415   0.026035  -0.000000  -0.000000  -0.401238   0.000000   0.000000   50.0000     0.3424
    5.000     0.000   0.822316   0.021806   0.006524   0.028330  -0.000000  -0.000000  -0.415079   0.000000   0.000000   50.0000     0.3360
    5.500     0.000   0.864705   0.024099   0.006657   0.030756  -0.000000  -0.000000  -0.428850   0.000000   0.000000   50.0000     0.3302
    6.000     0.000   0.906975   0.026500   0.006805   0.033305  -0.000000  -0.000000  -0.442548   0.000000  -0.000000   50.0000     0.3250
    6.500     0.000   0.949121   0.029006   0.006990   0.035996  -0.000000  -0.000000  -0.456170   0.000000   0.000000   50.0000     0.3203
    7.000     0.000   0.991137   0.031616   0.007219   0.038834  -0.000000  -0.000000  -0.469711   0.000000   0.000000   50.0000     0.3160
    7.500     0.000   1.033017   0.034327   0.007465   0.041793  -0.000000  -0.000000  -0.483168   0.000000   0.000000   50.0000     0.3121
    8.000     0.000   1.074755   0.037139   0.007735   0.044874  -0.000000  -0.000000  -0.496535   0.000000   0.000000   50.0000     0.3085
    8.500     0.000   1.116345   0.040049   0.008040   0.048089  -0.000000  -0.000000  -0.509811   0.000000   0.000000   50.0000     0.3051
    9.000     0.000   1.157782   0.043055   0.008361   0.051417  -0.000000  -0.000000  -0.522990   0.000000   0.000000   50.0000     0.3021
    9.500     0.000   1.199059   0.046155   0.008700   0.054856  -0.000000  -0.000000  -0.536069   0.000000  -0.000000   50.0000     0.2992
   10.000     0.000   1.240171   0.049348   0.009067   0.058414  -0.000000  -0.000000  -0.549043   0.000000   0.000000   50.0000     0.2966
   10.500     0.000   1.281113   0.052630   0.009457   0.062086  -0.000000  -0.000000  -0.561910   0.000000   0.000000   50.0000     0.2942
   11.000     0.000   1.321879   0.055999   0.009872   0.065872  -0.000000  -0.000000  -0.574666   0.000000   0.000000   50.0000     0.2919
   11.500     0.000   1.362463   0.059454   0.010333   0.069788  -0.000000  -0.000000  -0.587308   0.000000   0.000000   50.0000     0.2898
   12.000     0.000   1.402860   0.062992   0.010863   0.073855  -0.000000  -0.000000  -0.599835   0.000000   0.000000   50.0000     0.2878
   12.500     0.000   1.443065   0.066610   0.011445   0.078055  -0.000000  -0.000000  -0.612242   0.000000   0.000000   50.0000     0.2859
   13.000     0.000   1.483072   0.070306   0.012058   0.082363  -0.000000  -0.000000  -0.624524   0.000000   0.000000   50.0000     0.2842
   13.500     0.000   1.522876   0.074077   0.012703   0.086779  -0.000000  -0.000000  -0.636678   0.000000   0.000000   50.0000     0.2826
   14.000     0.000   1.562472   0.077920   0.013428   0.091348  -0.000000  -0.000000  -0.648704   0.000000   0.000000   50.0000     0.2811
   14.500     0.000   1.601856   0.081833   0.014294   0.096128  -0.000000  -0.000000  -0.660605   0.000000   0.000000   50.0000     0.2796
   15.000     0.000   1.641022   0.085813   0.015499   0.101312  -0.000000  -0.000000  -0.672395   0.000000  -0.000000   50.0000     0.2783


