xflr5 v6.61

Plane name :        Twist 0.5
Polar name :        T1-50.0 m/s-VLM2
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    7.500     0.000   1.032239   0.035564   0.007545   0.043109  -0.000000   0.000000  -0.372255  -0.000000   0.000000   50.0000     0.2798
    8.000     0.000   1.073080   0.038395   0.007831   0.046226  -0.000000   0.000000  -0.381928  -0.000000   0.000000   50.0000     0.2764
    8.500     0.000   1.113773   0.041323   0.008136   0.049458  -0.000000   0.000000  -0.391531  -0.000000  -0.000000   50.0000     0.2731
    9.000     0.000   1.154313   0.044344   0.008456   0.052800  -0.000000   0.000000  -0.401063  -0.000000  -0.000000   50.0000     0.2702
    9.500     0.000   1.194694   0.047457   0.008804   0.056261  -0.000000   0.000000  -0.410520  -0.000000   0.000000   50.0000     0.2674
   10.000     0.000   1.234911   0.050659   0.009177   0.059836  -0.000000   0.000000  -0.419900  -0.000000   0.000000   50.0000     0.2649
   10.500     0.000   1.274957   0.053949   0.009576   0.063526  -0.000000   0.000000  -0.429201  -0.000000  -0.000000   50.0000     0.2625
   11.000     0.000   1.314829   0.057325   0.010023   0.067347  -0.000000   0.000000  -0.438420  -0.000000   0.000000   50.0000     0.2603
   11.500     0.000   1.354519   0.060783   0.010530   0.071312  -0.000000   0.000000  -0.447556  -0.000000   0.000000   50.0000     0.2582
   12.000     0.000   1.394023   0.064321   0.011085   0.075406  -0.000000   0.000000  -0.456605  -0.000000   0.000000   50.0000     0.2563
   12.500     0.000   1.433337   0.067937   0.011672   0.079609  -0.000000   0.000000  -0.465565  -0.000000   0.000000   50.0000     0.2545
   13.000     0.000   1.472454   0.071629   0.012311   0.083940  -0.000000   0.000000  -0.474434  -0.000000   0.000000   50.0000     0.2528
   13.500     0.000   1.511369   0.075394   0.013046   0.088439  -0.000000   0.000000  -0.483213  -0.000000   0.000000   50.0000     0.2512
   14.000     0.000   1.550078   0.079228   0.014000   0.093228  -0.000000   0.000000  -0.491906  -0.000000   0.000000   50.0000     0.2497
   14.500     0.000   1.588576   0.083131   0.015483   0.098614  -0.000000   0.000000  -0.500532  -0.000000  -0.000000   50.0000     0.2482


