xflr5 v6.61

Plane name :        Twist -1
Polar name :        T1-50.0 m/s-VLM2
Freestream speed :  50.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -5.000     0.000  -0.076709   0.000222   0.007649   0.007871  -0.000000  -0.000000  -0.102813  -0.000000   0.000000   50.0000    -1.0453
   -4.500     0.000  -0.034163   0.000068   0.007334   0.007402  -0.000000  -0.000000  -0.113260  -0.000000   0.000000   50.0000    -2.5834
   -4.000     0.000   0.008396   0.000033   0.007017   0.007050  -0.000000  -0.000000  -0.123715  -0.000000  -0.000000   50.0000    11.4715
   -3.500     0.000   0.050963   0.000116   0.006670   0.006786   0.000000   0.000000  -0.134174   0.000000  -0.000000   50.0000     2.0481
   -3.000     0.000   0.093531   0.000317   0.006288   0.006605   0.000000   0.000000  -0.144634   0.000000  -0.000000   50.0000     1.2020
   -2.500     0.000   0.136093   0.000637   0.005992   0.006629   0.000000   0.000000  -0.155091   0.000000  -0.000000   50.0000     0.8852
   -2.000     0.000   0.178644   0.001076   0.005763   0.006840   0.000000   0.000000  -0.165542   0.000000  -0.000000   50.0000     0.7193
   -1.500     0.000   0.221176   0.001634   0.005595   0.007229   0.000000   0.000000  -0.175984   0.000000  -0.000000   50.0000     0.6172
   -1.000     0.000   0.263684   0.002310   0.005537   0.007846   0.000000   0.000000  -0.186415   0.000000  -0.000000   50.0000     0.5481
   -0.500     0.000   0.306161   0.003103   0.005548   0.008651   0.000000   0.000000  -0.196831  -0.000000  -0.000000   50.0000     0.4982
    0.000     0.000   0.348601   0.004015   0.005595   0.009609   0.000000   0.000000  -0.207230  -0.000000  -0.000000   50.0000     0.4605
    0.500     0.000   0.390997   0.005044   0.005654   0.010697   0.000000   0.000000  -0.217610  -0.000000  -0.000000   50.0000     0.4309
    1.000     0.000   0.433343   0.006189   0.005724   0.011913   0.000000   0.000000  -0.227967  -0.000000  -0.000000   50.0000     0.4072
    1.500     0.000   0.475634   0.007450   0.005799   0.013249   0.000000   0.000000  -0.238298  -0.000000  -0.000000   50.0000     0.3877
    2.000     0.000   0.517862   0.008827   0.005873   0.014699   0.000000   0.000000  -0.248600  -0.000000  -0.000000   50.0000     0.3714
    2.500     0.000   0.560021   0.010318   0.005956   0.016274   0.000000   0.000000  -0.258869  -0.000000  -0.000000   50.0000     0.3576
    3.000     0.000   0.602106   0.011922   0.006038   0.017960   0.000000   0.000000  -0.269104  -0.000000  -0.000000   50.0000     0.3457
    3.500     0.000   0.644110   0.013639   0.006122   0.019761   0.000000   0.000000  -0.279299  -0.000000  -0.000000   50.0000     0.3354
    4.000     0.000   0.686027   0.015467   0.006212   0.021680   0.000000   0.000000  -0.289454  -0.000000  -0.000000   50.0000     0.3264
    4.500     0.000   0.727850   0.017406   0.006312   0.023718   0.000000   0.000000  -0.299564  -0.000000  -0.000000   50.0000     0.3185
    5.000     0.000   0.769575   0.019454   0.006418   0.025871   0.000000   0.000000  -0.309626  -0.000000  -0.000000   50.0000     0.3114
    5.500     0.000   0.811193   0.021609   0.006534   0.028143   0.000000   0.000000  -0.319638  -0.000000  -0.000000   50.0000     0.3050
    6.000     0.000   0.852701   0.023870   0.006665   0.030535   0.000000   0.000000  -0.329596  -0.000000  -0.000000   50.0000     0.2993
    6.500     0.000   0.894091   0.026236   0.006823   0.033060   0.000000   0.000000  -0.339499  -0.000000  -0.000000   50.0000     0.2942
    7.000     0.000   0.935358   0.028705   0.007016   0.035721   0.000000   0.000000  -0.349343  -0.000000  -0.000000   50.0000     0.2895
    7.500     0.000   0.976495   0.031276   0.007237   0.038513   0.000000   0.000000  -0.359126  -0.000000  -0.000000   50.0000     0.2852
    8.000     0.000   1.017498   0.033946   0.007484   0.041430   0.000000   0.000000  -0.368844  -0.000000  -0.000000   50.0000     0.2813
    8.500     0.000   1.058360   0.036714   0.007759   0.044473   0.000000   0.000000  -0.378496  -0.000000  -0.000000   50.0000     0.2778
    9.000     0.000   1.099076   0.039579   0.008053   0.047632   0.000000   0.000000  -0.388077  -0.000000  -0.000000   50.0000     0.2744
    9.500     0.000   1.139639   0.042537   0.008366   0.050903   0.000000   0.000000  -0.397585  -0.000000  -0.000000   50.0000     0.2714
   10.000     0.000   1.180045   0.045587   0.008706   0.054293   0.000000   0.000000  -0.407017  -0.000000  -0.000000   50.0000     0.2686
   10.500     0.000   1.220287   0.048727   0.009069   0.057796   0.000000   0.000000  -0.416372  -0.000000  -0.000000   50.0000     0.2659
   11.000     0.000   1.260360   0.051954   0.009461   0.061415   0.000000   0.000000  -0.425646  -0.000000  -0.000000   50.0000     0.2635
   11.500     0.000   1.300260   0.055267   0.009902   0.065169   0.000000   0.000000  -0.434837  -0.000000  -0.000000   50.0000     0.2612
   12.000     0.000   1.339980   0.058663   0.010396   0.069059   0.000000   0.000000  -0.443944  -0.000000  -0.000000   50.0000     0.2591
   12.500     0.000   1.379515   0.062140   0.010932   0.073071   0.000000   0.000000  -0.452963  -0.000000  -0.000000   50.0000     0.2571
   13.000     0.000   1.418860   0.065694   0.011500   0.077194   0.000000   0.000000  -0.461892  -0.000000  -0.000000   50.0000     0.2553
   13.500     0.000   1.458010   0.069325   0.012129   0.081453   0.000000   0.000000  -0.470729  -0.000000  -0.000000   50.0000     0.2535
   14.000     0.000   1.496960   0.073028   0.012863   0.085891   0.000000   0.000000  -0.479475  -0.000000  -0.000000   50.0000     0.2519
   14.500     0.000   1.535704   0.076802   0.013838   0.090640   0.000000   0.000000  -0.488137  -0.000000  -0.000000   50.0000     0.2503
   15.000     0.000   1.574238   0.080644   0.015482   0.096126   0.000000   0.000000  -0.496741  -0.000000  -0.000000   50.0000     0.2489


